obs_wl_vac(nm),ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),fik,S(a.u.),log_gf,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,column_23
"=""""","=""4180.32""","=""0.25""","=""""","=""2.49e+05""","=""4.35e-02""","=""3.59e+01""","=""-0.584""",A,"=""4.540723""","=""4.837313""","=""1s2.4d""","=""2D""","=""5/2""","=""1s2.5p""","=""2P*""","=""3/2""",6,4,,"=""T5118LS""","=""""",
"=""""","=""4482.4""","=""2.0""","=""""","=""4.53e+04""","=""1.37e-02""","=""8.06e+00""","=""-1.263""",A,"=""4.837313""","=""5.11391""","=""1s2.5p""","=""2P*""","=""3/2""","=""1s2.7d""","=""2D""","=""3/2""",4,4,,"=""T5118LS""","=""""",
"=""""","=""4482.4""","=""2.0""","=""""","=""2.27e+05""","=""1.37e-01""","=""4.03e+01""","=""-0.564""",A,"=""4.837313""","=""5.11391""","=""1s2.5p""","=""2P*""","=""1/2""","=""1s2.7d""","=""2D""","=""3/2""",2,4,,"=""T5118LS""","=""""",
"=""""","=""4482.4""","=""2.0""","=""""","=""2.72e+05""","=""1.23e-01""","=""7.25e+01""","=""-0.309""",A,"=""4.837313""","=""5.11391""","=""1s2.5p""","=""2P*""","=""3/2""","=""1s2.7d""","=""2D""","=""5/2""",4,6,,"=""T5118LS""","=""""",
"=""""","=""4711.6""","=""0.3""","=""""","=""7.46e+03""","=""2.48e-03""","=""1.54e+00""","=""-2.003""",A,"=""4.847154""","=""5.110300""","=""1s2.5d""","=""2D""","=""3/2""","=""1s2.7p""","=""2P*""","=""3/2""",4,4,,"=""T5118LS""","=""""",
"=""""","=""4711.6""","=""0.3""","=""""","=""7.46e+04""","=""1.24e-02""","=""7.70e+00""","=""-1.304""",A,"=""4.847154""","=""5.110300""","=""1s2.5d""","=""2D""","=""3/2""","=""1s2.7p""","=""2P*""","=""1/2""",4,2,,"=""T5118LS""","=""""",
"=""""","=""4711.6""","=""0.3""","=""""","=""6.73e+04""","=""1.49e-02""","=""1.39e+01""","=""-1.048""",A,"=""4.847155""","=""5.110300""","=""1s2.5d""","=""2D""","=""5/2""","=""1s2.7p""","=""2P*""","=""3/2""",6,4,,"=""T5118LS""","=""""",
"=""""","=""4781.6""","=""0.3""","=""""","=""3.33e+03""","=""1.14e-03""","=""3.59e-01""","=""-2.642""",A,"=""4.748533""","=""5.007826""","=""1s2.5s""","=""2S""","=""1/2""","=""1s2.6p""","=""2P*""","=""1/2""",2,2,,"=""T5118LS""","=""""",
"=""""","=""4781.6""","=""0.3""","=""""","=""3.33e+03""","=""2.28e-03""","=""7.18e-01""","=""-2.341""",A,"=""4.748533""","=""5.007826""","=""1s2.5s""","=""2S""","=""1/2""","=""1s2.6p""","=""2P*""","=""3/2""",2,4,,"=""T5118LS""","=""""",
"=""""","=""5122""","=""3""","=""""","=""1.30e+05""","=""5.10e-02""","=""1.72e+01""","=""-0.991""",A,"=""4.837313""","=""5.07937""","=""1s2.5p""","=""2P*""","=""1/2""","=""1s2.7s""","=""2S""","=""1/2""",2,2,,"=""T5118LS""","=""""",
"=""""","=""5122""","=""3""","=""""","=""2.59e+05""","=""5.10e-02""","=""3.44e+01""","=""-0.690""",A,"=""4.837313""","=""5.07937""","=""1s2.5p""","=""2P*""","=""3/2""","=""1s2.7s""","=""2S""","=""1/2""",4,2,,"=""T5118LS""","=""""",
"=""""","=""5464.6""","=""0.4""","=""""","=""7.51e+05""","=""3.36e-01""","=""1.21e+02""","=""-0.17""",A,"=""4.521648""","=""4.748533""","=""1s2.4p""","=""2P*""","=""1/2""","=""1s2.5s""","=""2S""","=""1/2""",2,2,,"=""T5118LS""","=""""",
"=""""","=""5464.6""","=""0.4""","=""""","=""1.50e+06""","=""3.35e-01""","=""2.41e+02""","=""0.127""",A,"=""4.521648""","=""4.748533""","=""1s2.4p""","=""2P*""","=""3/2""","=""1s2.5s""","=""2S""","=""1/2""",4,2,,"=""T5118LS""","=""""",
"=""""","=""6861.1""","=""0.7""","=""""","=""7.760e+05""","=""5.476e-01""","=""2.474e+02""","=""0.0395""",AA,"=""4.340942""","=""4.521648""","=""1s2.4s""","=""2S""","=""1/2""","=""1s2.4p""","=""2P*""","=""1/2""",2,2,,"=""T6620LS""","=""""",
"=""""","=""6861.1""","=""0.7""","=""""","=""7.760e+05""","=""1.095e+00""","=""4.948e+02""","=""0.3406""",AA,"=""4.340942""","=""4.521648""","=""1s2.4s""","=""2S""","=""1/2""","=""1s2.4p""","=""2P*""","=""3/2""",2,4,,"=""T6620LS""","=""""",
"=""""","=""7033.5""","=""0.7""","=""""","=""3.99e+05""","=""4.44e-01""","=""4.11e+02""","=""0.249""",A,"=""4.837313""","=""5.013589""","=""1s2.5p""","=""2P*""","=""3/2""","=""1s2.6d""","=""2D""","=""5/2""",4,6,,"=""T5118LS""","=""""",
"=""""","=""7033.6""","=""0.7""","=""""","=""6.64e+04""","=""4.92e-02""","=""4.56e+01""","=""-0.706""",A,"=""4.837313""","=""5.013587""","=""1s2.5p""","=""2P*""","=""3/2""","=""1s2.6d""","=""2D""","=""3/2""",4,4,,"=""T5118LS""","=""""",
"=""""","=""7033.6""","=""0.7""","=""""","=""3.32e+05""","=""4.92e-01""","=""2.28e+02""","=""-0.007""",A,"=""4.837313""","=""5.013587""","=""1s2.5p""","=""2P*""","=""1/2""","=""1s2.6d""","=""2D""","=""3/2""",2,4,,"=""T5118LS""","=""""",
"=""""","=""7244""","=""5""","=""""","=""1.80e+04""","=""1.42e-02""","=""1.35e+01""","=""-1.25""",A,"=""5.007826""","=""5.17898""","=""1s2.6p""","=""2P*""","=""3/2""","=""1s2.8d""","=""2D""","=""3/2""",4,4,,"=""T5118LS""","=""""",
"=""""","=""7244""","=""5""","=""""","=""8.97e+04""","=""1.41e-01""","=""6.73e+01""","=""-0.549""",A,"=""5.007826""","=""5.17898""","=""1s2.6p""","=""2P*""","=""1/2""","=""1s2.8d""","=""2D""","=""3/2""",2,4,,"=""T5118LS""","=""""",
"=""""","=""7244""","=""5""","=""""","=""1.07e+05""","=""1.27e-01""","=""1.21e+02""","=""-0.29""",A,"=""5.007826""","=""5.17898""","=""1s2.6p""","=""2P*""","=""3/2""","=""1s2.8d""","=""2D""","=""5/2""",4,6,,"=""T5118LS""","=""""",
"=""""","=""7503""","=""6""","=""""","=""2.00e+03""","=""1.69e-03""","=""2.50e+00""","=""-1.995""",B',"=""4.84834""","=""5.013589""","=""1s2.5f""","=""2F*""","=""5/2""","=""1s2.6d""","=""2D""","=""5/2""",6,6,,"=""T1115CA""","=""""",
"=""""","=""7503""","=""6""","=""""","=""4.19e+04""","=""2.36e-02""","=""3.49e+01""","=""-0.849""",B',"=""4.84834""","=""5.013587""","=""1s2.5f""","=""2F*""","=""5/2""","=""1s2.6d""","=""2D""","=""3/2""",6,4,,"=""T1115CA""","=""""",
"=""""","=""7503""","=""6""","=""""","=""3.99e+04""","=""2.53e-02""","=""4.99e+01""","=""-0.695""",B',"=""4.84834""","=""5.013589""","=""1s2.5f""","=""2F*""","=""7/2""","=""1s2.6d""","=""2D""","=""5/2""",8,6,,"=""T1115CA""","=""""",
"=""""","=""7608.5""","=""0.8""","=""""","=""4.16e+03""","=""3.61e-03""","=""3.62e+00""","=""-1.840""",A,"=""5.013587""","=""5.176542""","=""1s2.6d""","=""2D""","=""3/2""","=""1s2.8p""","=""2P*""","=""3/2""",4,4,,"=""T5118LS""","=""""",
"=""""","=""7608.5""","=""0.8""","=""""","=""4.16e+04""","=""1.81e-02""","=""1.81e+01""","=""-1.141""",A,"=""5.013587""","=""5.176542""","=""1s2.6d""","=""2D""","=""3/2""","=""1s2.8p""","=""2P*""","=""1/2""",4,2,,"=""T5118LS""","=""""",
"=""""","=""7608.6""","=""0.8""","=""""","=""3.75e+04""","=""2.17e-02""","=""3.26e+01""","=""-0.886""",A,"=""5.013589""","=""5.176542""","=""1s2.6d""","=""2D""","=""5/2""","=""1s2.8p""","=""2P*""","=""3/2""",6,4,,"=""T5118LS""","=""""",
"=""""","=""7716.6""","=""0.8""","=""""","=""1.37e+04""","=""1.22e-02""","=""1.24e+01""","=""-1.31""",A,"=""4.847154""","=""5.007826""","=""1s2.5d""","=""2D""","=""3/2""","=""1s2.6p""","=""2P*""","=""3/2""",4,4,,"=""T5118LS""","=""""",
"=""""","=""7716.6""","=""0.8""","=""""","=""1.37e+05""","=""6.10e-02""","=""6.20e+01""","=""-0.613""",A,"=""4.847154""","=""5.007826""","=""1s2.5d""","=""2D""","=""3/2""","=""1s2.6p""","=""2P*""","=""1/2""",4,2,,"=""T5118LS""","=""""",
"=""""","=""7716.6""","=""0.8""","=""""","=""1.23e+05""","=""7.35e-02""","=""1.12e+02""","=""-0.36""",A,"=""4.847155""","=""5.007826""","=""1s2.5d""","=""2D""","=""5/2""","=""1s2.6p""","=""2P*""","=""3/2""",6,4,,"=""T5118LS""","=""""",
"=""""","=""8132.0""","=""0.9""","=""""","=""2.17e+03""","=""2.15e-03""","=""1.15e+00""","=""-2.37""",A,"=""4.957835""","=""5.110300""","=""1s2.6s""","=""2S""","=""1/2""","=""1s2.7p""","=""2P*""","=""1/2""",2,2,,"=""T5118LS""","=""""",
"=""""","=""8132.0""","=""0.9""","=""""","=""2.17e+03""","=""4.30e-03""","=""2.30e+00""","=""-2.066""",A,"=""4.957835""","=""5.110300""","=""1s2.6s""","=""2S""","=""1/2""","=""1s2.7p""","=""2P*""","=""3/2""",2,4,,"=""T5118LS""","=""""",
"=""""","=""8359""","=""7""","=""""","=""1.21e+05""","=""6.32e-02""","=""6.96e+01""","=""-0.597""",A,"=""5.007826""","=""5.15614""","=""1s2.6p""","=""2P*""","=""3/2""","=""1s2.8s""","=""2S""","=""1/2""",4,2,,"=""T5118LS""","=""""",
"=""""","=""8359""","=""7""","=""""","=""6.04e+04""","=""6.32e-02""","=""3.48e+01""","=""-0.898""",A,"=""5.007826""","=""5.15614""","=""1s2.6p""","=""2P*""","=""1/2""","=""1s2.8s""","=""2S""","=""1/2""",2,2,,"=""T5118LS""","=""""",
"=""""","=""10287.2""","=""1.5""","=""""","=""2.83e+05""","=""4.49e-01""","=""3.04e+02""","=""-0.047""",A,"=""4.837313""","=""4.957835""","=""1s2.5p""","=""2P*""","=""1/2""","=""1s2.6s""","=""2S""","=""1/2""",2,2,,"=""T5118LS""","=""""",
"=""""","=""10287.2""","=""1.5""","=""""","=""5.66e+05""","=""4.49e-01""","=""6.08e+02""","=""0.254""",A,"=""4.837313""","=""4.957835""","=""1s2.5p""","=""2P*""","=""3/2""","=""1s2.6s""","=""2S""","=""1/2""",4,2,,"=""T5118LS""","=""""",
"=""""","=""11687""","=""14""","=""""","=""2.46e+04""","=""5.04e-02""","=""7.76e+01""","=""-0.695""",A,"=""5.007826""","=""5.11391""","=""1s2.6p""","=""2P*""","=""3/2""","=""1s2.7d""","=""2D""","=""3/2""",4,4,,"=""T5118LS""","=""""",
"=""""","=""11687""","=""14""","=""""","=""1.23e+05""","=""5.04e-01""","=""3.88e+02""","=""0.004""",A,"=""5.007826""","=""5.11391""","=""1s2.6p""","=""2P*""","=""1/2""","=""1s2.7d""","=""2D""","=""3/2""",2,4,,"=""T5118LS""","=""""",
"=""""","=""11687""","=""14""","=""""","=""1.48e+05""","=""4.54e-01""","=""6.99e+02""","=""0.259""",A,"=""5.007826""","=""5.11391""","=""1s2.6p""","=""2P*""","=""3/2""","=""1s2.7d""","=""2D""","=""5/2""",4,6,,"=""T5118LS""","=""""",
"=""""","=""12759""","=""16""","=""""","=""1.34e+03""","=""3.26e-03""","=""2.74e+00""","=""-2.186""",A,"=""5.07937""","=""5.176542""","=""1s2.7s""","=""2S""","=""1/2""","=""1s2.8p""","=""2P*""","=""1/2""",2,2,,"=""T5118LS""","=""""",
"=""""","=""12759""","=""16""","=""""","=""1.34e+03""","=""6.53e-03""","=""5.49e+00""","=""-1.884""",A,"=""5.07937""","=""5.176542""","=""1s2.7s""","=""2S""","=""1/2""","=""1s2.8p""","=""2P*""","=""3/2""",2,4,,"=""T5118LS""","=""""",
"=""""","=""12819.9""","=""2.3""","=""""","=""7.09e+03""","=""1.75e-02""","=""2.95e+01""","=""-1.156""",A,"=""5.013587""","=""5.110300""","=""1s2.6d""","=""2D""","=""3/2""","=""1s2.7p""","=""2P*""","=""3/2""",4,4,,"=""T5118LS""","=""""",
"=""""","=""12819.9""","=""2.3""","=""""","=""7.07e+04""","=""8.71e-02""","=""1.47e+02""","=""-0.458""",A,"=""5.013587""","=""5.110300""","=""1s2.6d""","=""2D""","=""3/2""","=""1s2.7p""","=""2P*""","=""1/2""",4,2,,"=""T5118LS""","=""""",
"=""""","=""12820.0""","=""2.3""","=""""","=""6.37e+04""","=""1.05e-01""","=""2.65e+02""","=""-0.202""",A,"=""5.013589""","=""5.110300""","=""1s2.6d""","=""2D""","=""5/2""","=""1s2.7p""","=""2P*""","=""3/2""",6,4,,"=""T5118LS""","=""""",
"=""""","=""13965""","=""3""","=""""","=""2.34e+05""","=""6.85e-01""","=""6.30e+02""","=""0.137""",A,"=""4.748533""","=""4.837313""","=""1s2.5s""","=""2S""","=""1/2""","=""1s2.5p""","=""2P*""","=""1/2""",2,2,,"=""T5118LS""","=""""",
"=""""","=""13965""","=""3""","=""""","=""2.34e+05""","=""1.37e+00""","=""1.26e+03""","=""0.44""",A,"=""4.748533""","=""4.837313""","=""1s2.5s""","=""2S""","=""1/2""","=""1s2.5p""","=""2P*""","=""3/2""",2,4,,"=""T5118LS""","=""""",
"=""""","=""17330""","=""30""","=""""","=""1.25e+05""","=""5.61e-01""","=""6.40e+02""","=""0.050""",A,"=""5.007826""","=""5.07937""","=""1s2.6p""","=""2P*""","=""1/2""","=""1s2.7s""","=""2S""","=""1/2""",2,2,,"=""T5118LS""","=""""",
"=""""","=""17330""","=""30""","=""""","=""2.49e+05""","=""5.61e-01""","=""1.28e+03""","=""0.35""",A,"=""5.007826""","=""5.07937""","=""1s2.6p""","=""2P*""","=""3/2""","=""1s2.7s""","=""2S""","=""1/2""",4,2,,"=""T5118LS""","=""""",
"=""""","=""18050""","=""30""","=""""","=""5.33e+04""","=""5.21e-01""","=""6.19e+02""","=""0.018""",A,"=""5.110300""","=""5.17898""","=""1s2.7p""","=""2P*""","=""1/2""","=""1s2.8d""","=""2D""","=""3/2""",2,4,,"=""T5118LS""","=""""",
"=""""","=""18050""","=""30""","=""""","=""1.07e+04""","=""5.22e-02""","=""1.24e+02""","=""-0.68""",A,"=""5.110300""","=""5.17898""","=""1s2.7p""","=""2P*""","=""3/2""","=""1s2.8d""","=""2D""","=""3/2""",4,4,,"=""T5118LS""","=""""",
"=""""","=""18050""","=""30""","=""""","=""6.37e+04""","=""4.67e-01""","=""1.11e+03""","=""0.27""",A,"=""5.110300""","=""5.17898""","=""1s2.7p""","=""2P*""","=""3/2""","=""1s2.8d""","=""2D""","=""5/2""",4,6,,"=""T5118LS""","=""""",
"=""""","=""19800""","=""40""","=""""","=""3.93e+03""","=""2.31e-02""","=""6.02e+01""","=""-1.034""",A,"=""5.11391""","=""5.176542""","=""1s2.7d""","=""2D""","=""3/2""","=""1s2.8p""","=""2P*""","=""3/2""",4,4,,"=""T5118LS""","=""""",
"=""""","=""19800""","=""40""","=""""","=""3.93e+04""","=""1.15e-01""","=""3.01e+02""","=""-0.336""",A,"=""5.11391""","=""5.176542""","=""1s2.7d""","=""2D""","=""3/2""","=""1s2.8p""","=""2P*""","=""1/2""",4,2,,"=""T5118LS""","=""""",
"=""""","=""19800""","=""40""","=""""","=""3.54e+04""","=""1.39e-01""","=""5.42e+02""","=""-0.080""",A,"=""5.11391""","=""5.176542""","=""1s2.7d""","=""2D""","=""5/2""","=""1s2.8p""","=""2P*""","=""3/2""",6,4,,"=""T5118LS""","=""""",
"=""""","=""24802""","=""9""","=""""","=""8.90e+04""","=""8.21e-01""","=""1.34e+03""","=""0.22""",A,"=""4.957835""","=""5.007826""","=""1s2.6s""","=""2S""","=""1/2""","=""1s2.6p""","=""2P*""","=""1/2""",2,2,,"=""T5118LS""","=""""",
"=""""","=""24802""","=""9""","=""""","=""8.87e+04""","=""1.64e+00""","=""2.67e+03""","=""0.515""",A,"=""4.957835""","=""5.007826""","=""1s2.6s""","=""2S""","=""1/2""","=""1s2.6p""","=""2P*""","=""3/2""",2,4,,"=""T5118LS""","=""""",
"=""""","=""27050""","=""70""","=""""","=""6.15e+04""","=""6.74e-01""","=""1.20e+03""","=""0.13""",A,"=""5.110300""","=""5.15614""","=""1s2.7p""","=""2P*""","=""1/2""","=""1s2.8s""","=""2S""","=""1/2""",2,2,,"=""T5118LS""","=""""",
"=""""","=""27050""","=""70""","=""""","=""1.23e+05""","=""6.74e-01""","=""2.40e+03""","=""0.431""",A,"=""5.110300""","=""5.15614""","=""1s2.7p""","=""2P*""","=""3/2""","=""1s2.8s""","=""2S""","=""1/2""",4,2,,"=""T5118LS""","=""""",
"=""""","=""27953""","=""11""","=""""","=""3.77e+03""","=""6.63e-02""","=""2.44e+02""","=""-0.577""",A,"=""3.834258""","=""3.878613""","=""1s2.3p""","=""2P*""","=""3/2""","=""1s2.3d""","=""2D""","=""5/2""",4,6,,"=""T7401LS""","=""""",
"=""""","=""27956""","=""11""","=""""","=""6.28e+02""","=""7.36e-03""","=""2.71e+01""","=""-1.531""",A,"=""3.834258""","=""3.878608""","=""1s2.3p""","=""2P*""","=""3/2""","=""1s2.3d""","=""2D""","=""3/2""",4,4,,"=""T7401LS""","=""""",
"=""""","=""27956""","=""11""","=""""","=""3.13e+03""","=""7.33e-02""","=""1.35e+02""","=""-0.83""",A,"=""3.834258""","=""3.878608""","=""1s2.3p""","=""2P*""","=""1/2""","=""1s2.3d""","=""2D""","=""3/2""",2,4,,"=""T7401LS""","=""""",
"=""""","=""40090""","=""160""","=""""","=""3.96e+04""","=""9.55e-01""","=""2.52e+03""","=""0.281""",A,"=""5.07937""","=""5.110300""","=""1s2.7s""","=""2S""","=""1/2""","=""1s2.7p""","=""2P*""","=""1/2""",2,2,,"=""T5118LS""","=""""",
"=""""","=""40090""","=""160""","=""""","=""3.96e+04""","=""1.91e+00""","=""5.04e+03""","=""0.582""",A,"=""5.07937""","=""5.110300""","=""1s2.7s""","=""2S""","=""1/2""","=""1s2.7p""","=""2P*""","=""3/2""",2,4,,"=""T5118LS""","=""""",
"=""""","=""60800""","=""400""","=""""","=""1.96e+04""","=""1.08e+00""","=""4.34e+03""","=""0.336""",A,"=""5.15614""","=""5.176542""","=""1s2.8s""","=""2S""","=""1/2""","=""1s2.8p""","=""2P*""","=""1/2""",2,2,,"=""T5118LS""","=""""",
"=""""","=""60800""","=""400""","=""""","=""1.96e+04""","=""2.17e+00""","=""8.69e+03""","=""0.638""",A,"=""5.15614""","=""5.176542""","=""1s2.8s""","=""2S""","=""1/2""","=""1s2.8p""","=""2P*""","=""3/2""",2,4,,"=""T5118LS""","=""""",
"=""""","=""64998""","=""60""","=""""","=""1.273e+03""","=""1.209e-01""","=""1.035e+03""","=""-0.315""",AA,"=""4.521648""","=""4.540723""","=""1s2.4p""","=""2P*""","=""3/2""","=""1s2.4d""","=""2D""","=""5/2""",4,6,,"=""T6620LS""","=""""",
"=""""","=""65007""","=""60""","=""""","=""2.121e+02""","=""1.343e-02""","=""1.150e+02""","=""-1.270""",AA,"=""4.521648""","=""4.540720""","=""1s2.4p""","=""2P*""","=""3/2""","=""1s2.4d""","=""2D""","=""3/2""",4,4,,"=""T6620LS""","=""""",
"=""""","=""65007""","=""60""","=""""","=""1.060e+03""","=""1.343e-01""","=""5.750e+02""","=""-0.5708""",AA,"=""4.521648""","=""4.540720""","=""1s2.4p""","=""2P*""","=""1/2""","=""1s2.4d""","=""2D""","=""3/2""",2,4,,"=""T6620LS""","=""""",
"=""""","=""125976""","=""224""","=""""","=""4.80e+02""","=""1.71e-01""","=""2.84e+03""","=""-0.164""",A,"=""4.837313""","=""4.847155""","=""1s2.5p""","=""2P*""","=""3/2""","=""1s2.5d""","=""2D""","=""5/2""",4,6,,"=""T5118LS""","=""""",
"=""""","=""125992""","=""224""","=""""","=""8.00e+01""","=""1.90e-02""","=""3.16e+02""","=""-1.118""",A,"=""4.837313""","=""4.847154""","=""1s2.5p""","=""2P*""","=""3/2""","=""1s2.5d""","=""2D""","=""3/2""",4,4,,"=""T5118LS""","=""""",
"=""""","=""125992""","=""224""","=""""","=""4.00e+02""","=""1.90e-01""","=""1.58e+03""","=""-0.419""",A,"=""4.837313""","=""4.847154""","=""1s2.5p""","=""2P*""","=""1/2""","=""1s2.5d""","=""2D""","=""3/2""",2,4,,"=""T5118LS""","=""""",
"=""""","=""215100""","=""700""","=""""","=""2.11e+02""","=""2.20e-01""","=""6.23e+03""","=""-0.056""",B,"=""5.007826""","=""5.013589""","=""1s2.6p""","=""2P*""","=""3/2""","=""1s2.6d""","=""2D""","=""5/2""",4,6,,"=""T5118LS""","=""""",
"=""""","=""215200""","=""700""","=""""","=""1.76e+02""","=""2.44e-01""","=""3.46e+03""","=""-0.311""",B,"=""5.007826""","=""5.013587""","=""1s2.6p""","=""2P*""","=""1/2""","=""1s2.6d""","=""2D""","=""3/2""",2,4,,"=""T5118LS""","=""""",
"=""""","=""215200""","=""700""","=""""","=""3.52e+01""","=""2.44e-02""","=""6.92e+02""","=""-1.010""",B,"=""5.007826""","=""5.013587""","=""1s2.6p""","=""2P*""","=""3/2""","=""1s2.6d""","=""2D""","=""3/2""",4,4,,"=""T5118LS""","=""""",
"=""""","=""343000""","=""12000""","=""""","=""1.67e+01""","=""2.94e-02""","=""1.33e+03""","=""-0.93""",B,"=""5.110300""","=""5.11391""","=""1s2.7p""","=""2P*""","=""3/2""","=""1s2.7d""","=""2D""","=""3/2""",4,4,,"=""T5118LS""","=""""",
"=""""","=""343000""","=""12000""","=""""","=""8.32e+01""","=""2.94e-01""","=""6.63e+03""","=""-0.231""",B,"=""5.110300""","=""5.11391""","=""1s2.7p""","=""2P*""","=""1/2""","=""1s2.7d""","=""2D""","=""3/2""",2,4,,"=""T5118LS""","=""""",
"=""""","=""343000""","=""12000""","=""""","=""9.95e+01""","=""2.63e-01""","=""1.19e+04""","=""0.02""",B,"=""5.110300""","=""5.11391""","=""1s2.7p""","=""2P*""","=""3/2""","=""1s2.7d""","=""2D""","=""5/2""",4,6,,"=""T5118LS""","=""""",
"=""""","=""510000""","=""30000""","=""""","=""8.90e+00""","=""3.45e-02""","=""2.31e+03""","=""-0.860""",B,"=""5.176542""","=""5.17898""","=""1s2.8p""","=""2P*""","=""3/2""","=""1s2.8d""","=""2D""","=""3/2""",4,4,,"=""T5118LS""","=""""",
"=""""","=""510000""","=""30000""","=""""","=""4.43e+01""","=""3.44e-01""","=""1.15e+04""","=""-0.16""",B,"=""5.176542""","=""5.17898""","=""1s2.8p""","=""2P*""","=""1/2""","=""1s2.8d""","=""2D""","=""3/2""",2,4,,"=""T5118LS""","=""""",
"=""""","=""510000""","=""30000""","=""""","=""5.32e+01""","=""3.09e-01""","=""2.07e+04""","=""0.092""",B,"=""5.176542""","=""5.17898""","=""1s2.8p""","=""2P*""","=""3/2""","=""1s2.8d""","=""2D""","=""5/2""",4,6,,"=""T5118LS""","=""""",
"=""""","=""1045000""","=""110000""","=""""","=""6.50e-01""","=""1.60e-02""","=""2.20e+03""","=""-1.195""",B',"=""4.847154""","=""4.84834""","=""1s2.5d""","=""2D""","=""3/2""","=""1s2.5f""","=""2F*""","=""5/2""",4,6,,"=""T1115CA""","=""""",
"=""""","=""1046000""","=""110000""","=""""","=""4.64e-02""","=""7.61e-04""","=""1.57e+02""","=""-2.340""",B',"=""4.847155""","=""4.84834""","=""1s2.5d""","=""2D""","=""5/2""","=""1s2.5f""","=""2F*""","=""5/2""",6,6,,"=""T1115CA""","=""""",
"=""""","=""1046000""","=""110000""","=""""","=""6.96e-01""","=""1.52e-02""","=""3.15e+03""","=""-1.039""",B',"=""4.847155""","=""4.84834""","=""1s2.5d""","=""2D""","=""5/2""","=""1s2.5f""","=""2F*""","=""7/2""",6,8,,"=""T1115CA""","=""""",
"=""""","=""1466000""","=""216000""","=""""","=""6.44e-02""","=""3.11e-03""","=""6.01e+02""","=""-1.905""",B',"=""4.540720""","=""4.54157""","=""1s2.4d""","=""2D""","=""3/2""","=""1s2.4f""","=""2F*""","=""5/2""",4,6,,"=""T1115CA""","=""""",
"=""""","=""1470000""","=""220000""","=""""","=""4.60e-03""","=""1.49e-04""","=""4.33e+01""","=""-3.048""",B',"=""4.540723""","=""4.54157""","=""1s2.4d""","=""2D""","=""5/2""","=""1s2.4f""","=""2F*""","=""5/2""",6,6,,"=""T1115CA""","=""""",
"=""""","=""1470000""","=""220000""","=""""","=""6.90e-02""","=""2.98e-03""","=""8.66e+02""","=""-1.747""",B',"=""4.540723""","=""4.54157""","=""1s2.4d""","=""2D""","=""5/2""","=""1s2.4f""","=""2F*""","=""7/2""",6,8,,"=""T1115CA""","=""""",
